"Subject";"Country";"entry";"nowcast_year";"nowcast_month";"nowcast";"Model"
"EXTRA_EXPORT";"AT";1;2025;3;5537.37530450327;"TRAMO_MV1"
"EXTRA_EXPORT";"BE";1;2025;3;14390.5538155636;"TRAMO_MV1"
"EXTRA_EXPORT";"BG";1;2025;3;1130.92714344067;"TRAMO_MV1"
"EXTRA_EXPORT";"HR";1;2025;3;784.237484942687;"TRAMO_MV1"
"EXTRA_EXPORT";"CY";1;2025;3;302.994087702202;"TRAMO_MV1"
"EXTRA_EXPORT";"CZ";1;2025;3;4261.02591365412;"TRAMO_MV1"
"EXTRA_EXPORT";"DK";1;2025;3;5321.34610791886;"TRAMO_MV1"
"EXTRA_EXPORT";"EE";1;2025;3;452.271529128772;"TRAMO_MV1"
"EXTRA_EXPORT";"FI";1;2025;3;2663.326972788;"TRAMO_MV1"
"EXTRA_EXPORT";"FR";1;2025;3;24097.0777390349;"TRAMO_MV1"
"EXTRA_EXPORT";"DE";1;2025;3;62908.4271957768;"TRAMO_MV1"
"EXTRA_EXPORT";"EL";1;2025;3;2060.05364720067;"TRAMO_MV1"
"EXTRA_EXPORT";"HU";1;2025;3;2803.53676399519;"TRAMO_MV1"
"EXTRA_EXPORT";"IE";1;2025;3;14486.6646230705;"TRAMO_MV1"
"EXTRA_EXPORT";"IT";1;2025;3;27825.789494823;"TRAMO_MV1"
"EXTRA_EXPORT";"LV";1;2025;3;494.604461918094;"TRAMO_MV1"
"EXTRA_EXPORT";"LT";1;2025;3;1101.39541552198;"TRAMO_MV1"
"EXTRA_EXPORT";"LU";1;2025;3;232.778021972227;"TRAMO_MV1"
"EXTRA_EXPORT";"MT";1;2025;3;124.864835863641;"TRAMO_MV1"
"EXTRA_EXPORT";"NL";1;2025;3;22892.7102496435;"TRAMO_MV1"
"EXTRA_EXPORT";"PL";1;2025;3;8304.95893106503;"TRAMO_MV1"
"EXTRA_EXPORT";"PT";1;2025;3;2065.57074769037;"TRAMO_MV1"
"EXTRA_EXPORT";"RO";1;2025;3;2414.97765250302;"TRAMO_MV1"
"EXTRA_EXPORT";"SK";1;2025;3;2088.61310422138;"TRAMO_MV1"
"EXTRA_EXPORT";"SI";1;2025;3;3156.01633276963;"TRAMO_MV1"
"EXTRA_EXPORT";"ES";1;2025;3;13411.7215982937;"TRAMO_MV1"
"EXTRA_EXPORT";"SE";1;2025;3;7800.68253755338;"TRAMO_MV1"
"EXTRA_EXPORT";"AT";2;2025;3;5548.68932735542;"TRAMO_UV"
"EXTRA_EXPORT";"BE";2;2025;3;14180.4723862596;"TRAMO_UV"
"EXTRA_EXPORT";"BG";2;2025;3;1222.49632857023;"TRAMO_UV"
"EXTRA_EXPORT";"HR";2;2025;3;791.010202060464;"TRAMO_UV"
"EXTRA_EXPORT";"CY";2;2025;3;282.184500618636;"TRAMO_UV"
"EXTRA_EXPORT";"CZ";2;2025;3;4678.97413926039;"TRAMO_UV"
"EXTRA_EXPORT";"DK";2;2025;3;5301.05947778234;"TRAMO_UV"
"EXTRA_EXPORT";"EE";2;2025;3;459.525671035298;"TRAMO_UV"
"EXTRA_EXPORT";"FI";2;2025;3;2580.53103356978;"TRAMO_UV"
"EXTRA_EXPORT";"FR";2;2025;3;24244.9066504359;"TRAMO_UV"
"EXTRA_EXPORT";"DE";2;2025;3;62432.6214668542;"TRAMO_UV"
"EXTRA_EXPORT";"EL";2;2025;3;2028.83724427046;"TRAMO_UV"
"EXTRA_EXPORT";"HU";2;2025;3;2783.17287884315;"TRAMO_UV"
"EXTRA_EXPORT";"IE";2;2025;3;14797.4562938634;"TRAMO_UV"
"EXTRA_EXPORT";"IT";2;2025;3;27384.6443286042;"TRAMO_UV"
"EXTRA_EXPORT";"LV";2;2025;3;422.593694768109;"TRAMO_UV"
"EXTRA_EXPORT";"LT";2;2025;3;1069.48637629664;"TRAMO_UV"
"EXTRA_EXPORT";"LU";2;2025;3;249.017207311562;"TRAMO_UV"
"EXTRA_EXPORT";"MT";2;2025;3;119.752429315397;"TRAMO_UV"
"EXTRA_EXPORT";"NL";2;2025;3;23432.6810294463;"TRAMO_UV"
"EXTRA_EXPORT";"PL";2;2025;3;8397.75104275368;"TRAMO_UV"
"EXTRA_EXPORT";"PT";2;2025;3;2039.4717883652;"TRAMO_UV"
"EXTRA_EXPORT";"RO";2;2025;3;2305.49187752582;"TRAMO_UV"
"EXTRA_EXPORT";"SK";2;2025;3;2116.4426385764;"TRAMO_UV"
"EXTRA_EXPORT";"SI";2;2025;3;3369.64620892114;"TRAMO_UV"
"EXTRA_EXPORT";"ES";2;2025;3;13409.7778208635;"TRAMO_UV"
"EXTRA_EXPORT";"SE";2;2025;3;7775.94485906165;"TRAMO_UV"
"EXTRA_EXPORT";"AT";3;2025;3;5543.03231592934;"TRAMO_AVG"
"EXTRA_EXPORT";"BE";3;2025;3;14285.5131009116;"TRAMO_AVG"
"EXTRA_EXPORT";"BG";3;2025;3;1176.71173600545;"TRAMO_AVG"
"EXTRA_EXPORT";"HR";3;2025;3;787.623843501576;"TRAMO_AVG"
"EXTRA_EXPORT";"CY";3;2025;3;292.589294160419;"TRAMO_AVG"
"EXTRA_EXPORT";"CZ";3;2025;3;4470.00002645725;"TRAMO_AVG"
"EXTRA_EXPORT";"DK";3;2025;3;5311.2027928506;"TRAMO_AVG"
"EXTRA_EXPORT";"EE";3;2025;3;455.898600082035;"TRAMO_AVG"
"EXTRA_EXPORT";"FI";3;2025;3;2621.92900317889;"TRAMO_AVG"
"EXTRA_EXPORT";"FR";3;2025;3;24170.9921947354;"TRAMO_AVG"
"EXTRA_EXPORT";"DE";3;2025;3;62670.5243313155;"TRAMO_AVG"
"EXTRA_EXPORT";"EL";3;2025;3;2044.44544573556;"TRAMO_AVG"
"EXTRA_EXPORT";"HU";3;2025;3;2793.35482141917;"TRAMO_AVG"
"EXTRA_EXPORT";"IE";3;2025;3;14642.0604584669;"TRAMO_AVG"
"EXTRA_EXPORT";"IT";3;2025;3;27605.2169117136;"TRAMO_AVG"
"EXTRA_EXPORT";"LV";3;2025;3;458.599078343102;"TRAMO_AVG"
"EXTRA_EXPORT";"LT";3;2025;3;1085.44089590931;"TRAMO_AVG"
"EXTRA_EXPORT";"LU";3;2025;3;240.897614641895;"TRAMO_AVG"
"EXTRA_EXPORT";"MT";3;2025;3;122.308632589519;"TRAMO_AVG"
"EXTRA_EXPORT";"NL";3;2025;3;23162.6956395449;"TRAMO_AVG"
"EXTRA_EXPORT";"PL";3;2025;3;8351.35498690935;"TRAMO_AVG"
"EXTRA_EXPORT";"PT";3;2025;3;2052.52126802778;"TRAMO_AVG"
"EXTRA_EXPORT";"RO";3;2025;3;2360.23476501442;"TRAMO_AVG"
"EXTRA_EXPORT";"SK";3;2025;3;2102.52787139889;"TRAMO_AVG"
"EXTRA_EXPORT";"SI";3;2025;3;3262.83127084539;"TRAMO_AVG"
"EXTRA_EXPORT";"ES";3;2025;3;13410.7497095786;"TRAMO_AVG"
"EXTRA_EXPORT";"SE";3;2025;3;7788.31369830751;"TRAMO_AVG"
"EXTRA_EXPORT";"AT";5;2025;3;5505.39312244937;"TRAMO_MV2"
"EXTRA_EXPORT";"BE";5;2025;3;13936.646974077;"TRAMO_MV2"
"EXTRA_EXPORT";"BG";5;2025;3;1137.26803115539;"TRAMO_MV2"
"EXTRA_EXPORT";"HR";5;2025;3;800.73073924781;"TRAMO_MV2"
"EXTRA_EXPORT";"CY";5;2025;3;338.421084822326;"TRAMO_MV2"
"EXTRA_EXPORT";"CZ";5;2025;3;4772.00883626681;"TRAMO_MV2"
"EXTRA_EXPORT";"DK";5;2025;3;5216.41422814237;"TRAMO_MV2"
"EXTRA_EXPORT";"EE";5;2025;3;443.142096294598;"TRAMO_MV2"
"EXTRA_EXPORT";"FI";5;2025;3;2650.24884954841;"TRAMO_MV2"
"EXTRA_EXPORT";"FR";5;2025;3;24177.6993431601;"TRAMO_MV2"
"EXTRA_EXPORT";"DE";5;2025;3;62808.6278871382;"TRAMO_MV2"
"EXTRA_EXPORT";"EL";5;2025;3;2042.09007847278;"TRAMO_MV2"
"EXTRA_EXPORT";"HU";5;2025;3;2785.82510390672;"TRAMO_MV2"
"EXTRA_EXPORT";"IE";5;2025;3;14555.0822134167;"TRAMO_MV2"
"EXTRA_EXPORT";"IT";5;2025;3;27850.7916032985;"TRAMO_MV2"
"EXTRA_EXPORT";"LV";5;2025;3;485.38472199791;"TRAMO_MV2"
"EXTRA_EXPORT";"LT";5;2025;3;983.124688815133;"TRAMO_MV2"
"EXTRA_EXPORT";"LU";5;2025;3;239.130881163082;"TRAMO_MV2"
"EXTRA_EXPORT";"MT";5;2025;3;124.564932432068;"TRAMO_MV2"
"EXTRA_EXPORT";"NL";5;2025;3;22780.6180669016;"TRAMO_MV2"
"EXTRA_EXPORT";"PL";5;2025;3;8319.19556205678;"TRAMO_MV2"
"EXTRA_EXPORT";"PT";5;2025;3;2062.47205000477;"TRAMO_MV2"
"EXTRA_EXPORT";"RO";5;2025;3;2411.95750672304;"TRAMO_MV2"
"EXTRA_EXPORT";"SK";5;2025;3;2109.9423491046;"TRAMO_MV2"
"EXTRA_EXPORT";"SI";5;2025;3;2991.15742021093;"TRAMO_MV2"
"EXTRA_EXPORT";"ES";5;2025;3;13461.1597689514;"TRAMO_MV2"
"EXTRA_EXPORT";"SE";5;2025;3;7836.13804003191;"TRAMO_MV2"
