Subject;Country;entry;nowcast_year;nowcast_month;nowcast;Model
EXTRA_EXPORT;AT;1;2024;10;5647.185939;TRAMO_MV1
EXTRA_EXPORT;BE;1;2024;10;15533.85312;TRAMO_MV1
EXTRA_EXPORT;BG;1;2024;10;1384.857221;TRAMO_MV1
EXTRA_EXPORT;HR;1;2024;10;722.0819585;TRAMO_MV1
EXTRA_EXPORT;CY;1;2024;10;232.9302883;TRAMO_MV1
EXTRA_EXPORT;CZ;1;2024;10;3615.925105;TRAMO_MV1
EXTRA_EXPORT;DK;1;2024;10;5367.224322;TRAMO_MV1
EXTRA_EXPORT;EE;1;2024;10;425.3826676;TRAMO_MV1
EXTRA_EXPORT;FI;1;2024;10;2599.583195;TRAMO_MV1
EXTRA_EXPORT;FR;1;2024;10;25499.76383;TRAMO_MV1
EXTRA_EXPORT;DE;1;2024;10;62772.73985;TRAMO_MV1
EXTRA_EXPORT;EL;1;2024;10;2093.95957;TRAMO_MV1
EXTRA_EXPORT;HU;1;2024;10;2829.782918;TRAMO_MV1
EXTRA_EXPORT;IE;1;2024;10;11759.54964;TRAMO_MV1
EXTRA_EXPORT;IT;1;2024;10;26420.86942;TRAMO_MV1
EXTRA_EXPORT;LV;1;2024;10;480.7564025;TRAMO_MV1
EXTRA_EXPORT;LT;1;2024;10;1209.158758;TRAMO_MV1
EXTRA_EXPORT;LU;1;2024;10;181.0666025;TRAMO_MV1
EXTRA_EXPORT;MT;1;2024;10;158.7928356;TRAMO_MV1
EXTRA_EXPORT;NL;1;2024;10;22000.02176;TRAMO_MV1
EXTRA_EXPORT;PL;1;2024;10;8592.932252;TRAMO_MV1
EXTRA_EXPORT;PT;1;2024;10;2062.663955;TRAMO_MV1
EXTRA_EXPORT;RO;1;2024;10;2211.608671;TRAMO_MV1
EXTRA_EXPORT;SK;1;2024;10;2151.06219;TRAMO_MV1
EXTRA_EXPORT;SI;1;2024;10;3231.403429;TRAMO_MV1
EXTRA_EXPORT;ES;1;2024;10;12931.62469;TRAMO_MV1
EXTRA_EXPORT;SE;1;2024;10;7447.618567;TRAMO_MV1
EXTRA_EXPORT;AT;2;2024;10;5506.457683;TRAMO_UV
EXTRA_EXPORT;BE;2;2024;10;15400.81094;TRAMO_UV
EXTRA_EXPORT;BG;2;2024;10;1428.044867;TRAMO_UV
EXTRA_EXPORT;HR;2;2024;10;726.8006615;TRAMO_UV
EXTRA_EXPORT;CY;2;2024;10;229.7966994;TRAMO_UV
EXTRA_EXPORT;CZ;2;2024;10;4476.901742;TRAMO_UV
EXTRA_EXPORT;DK;2;2024;10;5195.784816;TRAMO_UV
EXTRA_EXPORT;EE;2;2024;10;396.3668868;TRAMO_UV
