"Subject";"Country";"entry";"nowcast_year";"nowcast_month";"nowcast";"Model"
"EXTRA_EXPORT";"AT";1;2025;2;4836.16016680356;"TRAMO_MV1"
"EXTRA_EXPORT";"BE";1;2025;2;13411.0350773151;"TRAMO_MV1"
"EXTRA_EXPORT";"BG";1;2025;2;1262.71864019418;"TRAMO_MV1"
"EXTRA_EXPORT";"HR";1;2025;2;727.769962958714;"TRAMO_MV1"
"EXTRA_EXPORT";"CY";1;2025;2;285.352471517837;"TRAMO_MV1"
"EXTRA_EXPORT";"CZ";1;2025;2;4175.12115223902;"TRAMO_MV1"
"EXTRA_EXPORT";"DK";1;2025;2;4726.07189856819;"TRAMO_MV1"
"EXTRA_EXPORT";"EE";1;2025;2;380.94091776788;"TRAMO_MV1"
"EXTRA_EXPORT";"FI";1;2025;2;2382.99005275274;"TRAMO_MV1"
"EXTRA_EXPORT";"FR";1;2025;2;22837.3056226266;"TRAMO_MV1"
"EXTRA_EXPORT";"DE";1;2025;2;57193.3115072524;"TRAMO_MV1"
"EXTRA_EXPORT";"EL";1;2025;2;1740.72577459778;"TRAMO_MV1"
"EXTRA_EXPORT";"HU";1;2025;2;2915.97302940228;"TRAMO_MV1"
"EXTRA_EXPORT";"IE";1;2025;2;11435.7539988928;"TRAMO_MV1"
"EXTRA_EXPORT";"IT";1;2025;2;25358.7157618225;"TRAMO_MV1"
"EXTRA_EXPORT";"LV";1;2025;2;411.264728207798;"TRAMO_MV1"
"EXTRA_EXPORT";"LT";1;2025;2;832.063093217765;"TRAMO_MV1"
"EXTRA_EXPORT";"LU";1;2025;2;232.081447578428;"TRAMO_MV1"
"EXTRA_EXPORT";"MT";1;2025;2;124.318714689766;"TRAMO_MV1"
"EXTRA_EXPORT";"NL";1;2025;2;21591.9339420759;"TRAMO_MV1"
"EXTRA_EXPORT";"PL";1;2025;2;7513.59029399847;"TRAMO_MV1"
"EXTRA_EXPORT";"PT";1;2025;2;1821.69497315118;"TRAMO_MV1"
"EXTRA_EXPORT";"RO";1;2025;2;2266.52758128628;"TRAMO_MV1"
"EXTRA_EXPORT";"SK";1;2025;2;2042.55140543756;"TRAMO_MV1"
"EXTRA_EXPORT";"SI";1;2025;2;2566.98786512559;"TRAMO_MV1"
"EXTRA_EXPORT";"ES";1;2025;2;11984.9126840542;"TRAMO_MV1"
"EXTRA_EXPORT";"SE";1;2025;2;6424.49013778746;"TRAMO_MV1"
"EXTRA_EXPORT";"AT";2;2025;2;4697.73709698244;"TRAMO_UV"
"EXTRA_EXPORT";"BE";2;2025;2;13187.4749136386;"TRAMO_UV"
"EXTRA_EXPORT";"BG";2;2025;2;1161.17914703986;"TRAMO_UV"
"EXTRA_EXPORT";"HR";2;2025;2;692.441388201208;"TRAMO_UV"
"EXTRA_EXPORT";"CY";2;2025;2;261.849786527473;"TRAMO_UV"
"EXTRA_EXPORT";"CZ";2;2025;2;4213.38877471909;"TRAMO_UV"
"EXTRA_EXPORT";"DK";2;2025;2;4675.1579465472;"TRAMO_UV"
"EXTRA_EXPORT";"EE";2;2025;2;379.582151153998;"TRAMO_UV"
"EXTRA_EXPORT";"FI";2;2025;2;2423.26425981028;"TRAMO_UV"
"EXTRA_EXPORT";"FR";2;2025;2;22568.6133763317;"TRAMO_UV"
"EXTRA_EXPORT";"DE";2;2025;2;56842.4349820172;"TRAMO_UV"
"EXTRA_EXPORT";"EL";2;2025;2;1692.84338855612;"TRAMO_UV"
"EXTRA_EXPORT";"HU";2;2025;2;2833.2512621265;"TRAMO_UV"
"EXTRA_EXPORT";"IE";2;2025;2;10975.9676466043;"TRAMO_UV"
"EXTRA_EXPORT";"IT";2;2025;2;25160.0174362364;"TRAMO_UV"
"EXTRA_EXPORT";"LV";2;2025;2;391.117324710519;"TRAMO_UV"
"EXTRA_EXPORT";"LT";2;2025;2;783.231326310873;"TRAMO_UV"
"EXTRA_EXPORT";"LU";2;2025;2;229.499748523364;"TRAMO_UV"
"EXTRA_EXPORT";"MT";2;2025;2;120.916469536464;"TRAMO_UV"
"EXTRA_EXPORT";"NL";2;2025;2;21875.1106239357;"TRAMO_UV"
"EXTRA_EXPORT";"PL";2;2025;2;7499.88789389419;"TRAMO_UV"
"EXTRA_EXPORT";"PT";2;2025;2;1743.40145122383;"TRAMO_UV"
"EXTRA_EXPORT";"RO";2;2025;2;2181.80407279934;"TRAMO_UV"
"EXTRA_EXPORT";"SK";2;2025;2;2050.98034399719;"TRAMO_UV"
"EXTRA_EXPORT";"SI";2;2025;2;2650.53770099508;"TRAMO_UV"
"EXTRA_EXPORT";"ES";2;2025;2;11928.6019412294;"TRAMO_UV"
